nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
213,"Consolidarea si modernizarea cladirii cls.I- IV""Colegiul Andrei Muresanu""",Primaria Municipiului Bistrita,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.579.900,241.632,37.174,434.099,2.292.805,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
214,"Reabilitare scoala CU CLASELE I - VIII ""EMIL RACOVITA",PRIMARIA ONESTI,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.060.069,315.069,48.472,580.778,3.004.388,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
215,"Reabilitarea Şcolii generale ""Gheorghe Lazăr"", Zalău",Consiliul Local Zalău,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.493.950,534.369,82.211,923.403,5.033.933,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
216,"Reabilitarea, modernizarea si extinderea cladirilor Liceului Teoretic Szekely Miko din Municipiul Sfantu Gheorghe","Municipiul Sfantu Gheorghe, jud. Covasna","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",7.654.485,684.401,666.390,2.266.102,11.271.379,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
217,"Reabilitare, extindere si dotarea Scolii Generale cu cl. I-VIII, Insuratei. Locatia nr. 1",Consiliul Local Insuratei,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.141.346,327.500,50.385,556.807,3.076.038,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
218,Campus Universitar de Vara,"Universitatea ""Eftimie Murgu""","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.001.538,306.118,47.095,1.432.828,3.787.578,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
219,"Extindere si modernizare Scoala cu clasele I - VIII Sat Corbu Nou, Comuna Maxineni, Judetul Braila",Unitatea administrativ teritoriala a Comunei Maxineni,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",989.090,149.545,25.000,314.375,1.478.010,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
220,Reabilitare si modernizare cladire Colegiul National Alexandru Lahovari,Consiliul Local al municipiului Ramnicu Valcea,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",12.163.607,1.860.316,286.203,2.695.489,17.005.614,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
221,"CONSOLIDARE SI REABILITARE SCOALA NR. 3, CLASELE I - VIII, MUNICIPIUL VASLUI",MUNICIPIUL VASLUI,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.487.325,533.356,82.055,770.181,4.872.916,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
222,CONSOLIDARE SI EXTINDERE SCOALA BRODOC,MUNICIPIUL VASLUI VASLUI,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.222.510,339.913,52.294,574.186,3.188.904,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
223,"REABILITAREA, MODERNIZAREA SI DOTAREA SCOLILOR SPECIALE DIN JUDETUL IASI","JUDETUL IASI, IASI, BULEVARDUL STEFAN CEL MARE SI SFANT NR 69","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",22.682.834,3.469.139,533.714,6.656.852,33.342.539,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
224,"Extindere, mansardare corp B si refacere sarpanta corp A la Liceul teoretic ""Gheorghe Lazar"" Avrig str Horea nr. 27 si asigurarea dotarilor necesare","Consiliul Local Avrig, jud. Sibiu","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",5.341.114,816.876,125.673,1.226.680,7.510.344,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
225,Campus scolar Scoala de Arte si Meserii Izvoarele,UAT Izvoarele,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",11.162.651,1.707.229,262.651,2.733.309,15.865.840,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
226,Reabilitarea scolii cu cls. I-VIII nr.24,Unitatea administrativ teritoriala Braila,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",2.473.631,378.320,58.203,547.069,3.457.223,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
227,"Consolidarea si modernizarea corpului A(cladirea veche) Colegiul National""Andrei Muresanu"",municipiul Bistrita",Municipiul Bistrita,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",5.964.936,912.284,140.351,1.365.620,8.383.192,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
228,"Consolidare, modernizare, extindere si dotare la Scoala cu clasele I - IV, Lungesti, Judetul Valcea",Consiliul Local Lungesti,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.190.710,182.109,28.017,439.940,1.840.776,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
229,"Modernizarea si reabilitarea Grupului Scolar ""Gheorghe Asachi",Consiliul Local Galati,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",5.904.438,903.032,138.928,1.625.324,8.571.722,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
230,"Modernizare, extindere si dotare scoala generala cu clasele I -VIII, sat Raca, comuna Raca, judetul Arges",Consiliul Local Raca,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.336.002,204.200,31.565,369.257,1.941.024,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
231,"Reabilitarea, modernizarea, dezvoltarea si echiparea infrastructurii educationale - Scoala cu clasele I -VIII Paul Banica din Municipiul Targoviste",Municipiul Targoviste,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",5.527.439,844.373,131.058,1.287.360,7.790.230,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
232,Modernizare si extindere cladire principala Liceul Alexandru Papiu Ilarian cu un corp de cladire D+P+2E si modernizare teren sport cu anexe,Consiliul Local Dej,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",4.558.890,697.242,107.268,1.118.030,6.481.430,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
233,"Reabilitarea, extinderea si dotarea scolii generale cu cls I-VIII, Insuratei, Locatie 2",Consiliul Local Insuratei,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.624.852,248.507,38.232,676.476,2.588.067,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
234,"Consolidare, modernizare, extindere si dotare la scoala cu clasele I-VIII, Brebeni",UAT Brebeni,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.437.891,219.913,33.833,645.698,2.337.334,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
235,"Consolidare, reabilitare si extindere scoala cu clasele I - VIII, Sat Valcele, Comuna Valcele, Judetul Olt",Consiliul Local Valcele,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.746.194,267.065,41.087,568.276,2.622.622,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
236,"Reabilitare Scoala cu clasele I-VIII Comuna Teslui, Sat Preajba de Padure",Consiliul Local Teslui,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.128.685,172.622,26.557,283.851,1.611.716,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
237,"Reabilitarea, modernizarea,retehnologizarea si reechiparea infrastructurii educationale universitare in vederea creerii la Galati a unui pol de educatie si de cercertare tehnologica in domeniul stiintei si ingineriei alimentelor",Universitatea Dunarea de Jos Galati,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",10.042.609,1.535.928,236.297,2.257.508,14.072.342,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
238,"Reabilitare si extindere Scoala cu clasele I-IV si gradinita , sat Barcanesti",UAT Vilcele,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.691.528,258.704,39.801,1.485.482,3.475.515,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
239,"REABILITARE COLEGIUL NATIONAL ""DIMITRIE CANTEMIR""","PRIMARIA ONESTI ONESTI BD. OITUZ, NR. 17","Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",5.261.061,804.633,123.790,1.162.271,7.351.754,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
240,Extindere pe verticala (mansardare) scoala cu clasele I-VIII Vlaicu Voda,Unitatea administrativ teritoariala a Municipiului Braila,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",3.304.992,505.469,77.765,730.340,4.618.566,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
241,Reabilitarea ansamblului de cladiri si echiparea infrastructurii educationale a Colegiului national Decebal Deva,Municipiul Deva,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",6.380.991,975.916,150.141,1.869.412,9.376.460,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
242,CONSOLIDARE SI EXTINDERE SCOALA VIISOARA - VASLUI,MUNICIPIUL VASLUI,"Axa Prioritară 3/ DMI 3.4. Reabilitarea, modernizarea, dezvoltarea şi echiparea infrastructurii educaţionale preuniversitare, universitare şi a infrastructurii pentru formare profesională continuă",1.359.567,207.934,31.990,386.664,1.986.154,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
243,Centru de afaceri Sibiu,"SC Transcar International SRL, Sibiu",Axa Prioritară 4/ DMI 4.1. Dezvoltarea durabilă a structurilor de sprijinire a afacerilor de importanţă regională şi locală,40.516.850,6.199.223,20.021.174,18.262.194,84.999.440,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
244,"Extindere + etajare + mansardare Centru de Afaceri din strada Victoriei nr.17, Buzau",SC Activ Expert Cons si Servicii SRL,Axa Prioritară 4/ DMI 4.1. Dezvoltarea durabilă a structurilor de sprijinire a afacerilor de importanţă regională şi locală,1.309.736,200.394,647.199,969.055,3.126.384,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
245,CENTRU DE SPRIJINIRE SI DEZVOLTARE A AFACERILOR,SC TESTER GROUP SRL IASI,Axa Prioritară 4/ DMI 4.1. Dezvoltarea durabilă a structurilor de sprijinire a afacerilor de importanţă regională şi locală,16.613.322,2.541.898,9.014.221,7.301.604,35.471.044,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
246,CENTRU FINANCIAR SI DE MANAGEMENT AL AFACERILOR,"SC ASERO SRL, ONESTI, STR. REDULUI, NR. 101",Axa Prioritară 4/ DMI 4.1. Dezvoltarea durabilă a structurilor de sprijinire a afacerilor de importanţă regională şi locală,41.393.646,6.333.376,20.454.438,16.401.362,84.582.823,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
247,CRESTERA COMPETITIVITATII SC PROIECT CONSULT SRL PRIN ACHIZITIONAREA DE ECHIPAMENTE NOI,SC PROIECT CONSULT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,130.664,0,55.999,35.466,222.129,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
248,EXTINDEREA ACTIVITATII LA SC AXA OPTIC SRL BARLAD,SC AXA OPTIC SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,508.782,0,239.427,233.645,981.854,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
249,DOTAREA FIRMEI CU ECHIPAMENTE,SC VIORA DENTAL SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,224.444,0,96.190,72.226,392.860,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
250,BIO T.E.S.T. - TEHNOLOGII NOI PENTRU EXCELENTA IN SANATATE SI TRATAMENT,SC BIOTEST SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,418.687,0,188.106,130.272,737.066,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
251,"DEZVOLTAREA CAPACITATII TEHNICE A CABINETULUI MULTIFUNCTIONAL DE SERVICII MEDICALE ""CRIZANTEMA SERVMED""DIN PIATRA NEAMT",SC CRIZANTEMA SERVMED SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,237.761,0,103.000,64.745,405.506,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
252,SECTIE DEBITARI NECONVENTIONALE ALE METALELOR,SC SCAROM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,647.329,0,277.427,225.578,1.150.334,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
253,CENTRU DE INVESTIGATII IMAGISTICE AL SC CENTRUL MEDICAL DORNA SRL,SC CENTRUL DE SANATATE BUCOVINA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,727.078,0,315.249,198.042,1.240.369,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
254,ACHIZITIE DE ECHIPAMENTE PENTRU DEZVOLTAREA AFACERII LA SC U 2 SERV COM SRL,SC U 2 SERV COM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,82.191,0,35.225,51.024,168.440,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
255,"ACHIZITIE ECHIPAMENTE MEDICALE, ECHIPAMENTE IT SI SOFTURILE AFERENTE",SC CARDIOR SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,246.700,0,105.728,66.961,419.389,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
256,DEZVOLTAREA SERVICIILOR DE PROIECTARE PRIN MODERNIZARE LA SOCIETATEA SC IDEAL PROIECT SRL SUCEAVA,SC IDEAL PROIECT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,66.521,0,28.509,18.056,113.086,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
257,ACHIZITII DE ECHIPAMENTE SI PROGRAME INFORMATICE PENTRU SC PENCRAFT SRL,SC PENCRAFT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,68.881,0,29.520,18.696,117.098,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
