Country,Level,Region,Parsed data file,Program,Initial,Operational Program,OP Name,Co-financing Rate,"Sub-program
information",Explanatory Notes,"Percent
Funded
by EU
Funds (minimum)","Percent
Funded
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,"OP ""Environment""","Technical assistance for preparation of investment projects under priority axis 2 of Operational Programme ""Environment 2007-2013""",,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list-beneficiaries_TA-Waste-BG.PDF,http://www.eufunds.bg/docs/list-beneficiaries_TA-Waste-BG.pdf,,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,OP Development of Bulgarian Economy,Don't know what this refers to (COM),,,,,,,,Excel,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,"""Technological upgrading in SMEs""",http://www.eufunds.bg/index.php?cat=274,,,,,http://www.eufunds.bg/index.php?cat=274
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,OP Urban Environment,Don't know what this refers to (COM),,,,,,,,Excel,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not found,,http://www.eufunds.bg/index.php?cat=275,,,,,http://www.eufunds.bg/bg/page/96
BULGARIA,national,All Regions,,ERDF,,Multiple - check ,,,OP Technical Assistance,Original entry said Excel; cannot find an excel spreadsheet,,,,,,,,PDF,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP Technical Assistance.pdf,http://www.eufunds.bg/docs/%D2%E5%F5%ED%E8%F7%E5%F1%EA%E0%20%EF%EE%EC%EE%F9123654.pdf,http://www.eufunds.bg/index.php?cat=277,,,,,http://www.eufunds.bg/bg/page/96
CYPRUS,national,All Regions,cy_dev_comp_erdf.xls,ERDF,FP,Operational Programme 'Sustainable Development and Competitiveness',"Sustainable Development and Competitiveness, All Priorities",85.00%,"Sustainable Development and Competitiveness""","""Initial cost"" refers to public funding (national and EU) funding estimated and set out in the contract between Managing Authority and Beneficiary. The ""paid"" column refers to what has been paid out after project completion",,,"yes, COM",EUR,31/12/2009,7/1/2010,,PDF,Tier 2,,,,,,,,,,Proprietor,,Project Title,,,,,,,,,,,,,,,Initial Cost,,,,Total cost was awarded on completion of the project,,,,Expenditure Approval Year / Year Final Payment,,,Table List Beneficiaries OP1 11022010,http://www.structuralfunds.org.cy/uploadfiles/Table%20List%20Beneficiaries%20OP1%2011022010.pdf, Cyprus Original data,,,,pneokleous@planning.gov.cy said she will email update on 1 july 2010,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//cyprus/index_en.htm
CYPRUS,national,All regions,cy_proj_esf.xls,ESF,FP,"Employment, Human Capital and Social Cohesion","Employment, Human Capital and Social Cohesion, All Priorities",80.00%,"PROJECT OPERATIONAL EMPLOYMENT, HUMAN CAPITAL AND SOCIAL COHESION ","""Initial cost"" refers to public funding (national and EU) funding estimated and set out in the contract between Managing Authority and Beneficiary. The ""paid"" column refers to what has been paid out after project completion",,,"yes, COM",EUR,15/06/2009,7/1/2010,,PDF,Tier 2,,,,,,,,,,Proprietor,,Project Title,,,,,,,,,,,,,,,Initial Cost,,,,Total cost  awarded on project completion,,,,Expenditure Approval Year / Year Final Payment,,,Table_List of BeneficiariesOP2 15062009,http://www.structuralfunds.org.cy/uploadfiles/Table_List%20of%20BeneficiariesOP2%2015062009.pdf,,,,,pneokleous@planning.gov.cy said she will email update on 1 july 2010,http://www.structuralfunds.org.cy/default.aspx?articleID=17565
CZECH REPUBLIC,national,Jihovýchod,cz_jihovyahad_erdf.csv,ERDF,,Operational Programme 'South-East',"ROP NUTS II Jihovýchod, All Priorities",78.05%,,South East,,,,CZK,,,,Excel,Tier 2,,,,,,,,Priority,,Název příjemce,,Název projektu,,,,,,,,,,ERDF,,,,,Alokovaná částka,,,,Celková částka proplacená při konci projektu,Rok alokace/Rok finální platby,,,,,,seznam-prijemcu-dotace-vsechny-po-ek-po-24-vrr.xls,,http://www.jihovychod.cz/download/prijemci-rop/24-vrr/seznam-prijemcu-dotace-vsechny-po-ek-po-24-vrr.xls,,,,,http://www.jihovychod.cz/cs/pro-prijemce/seznam-prijemcu
CZECH REPUBLIC,national,Jihozápad,,ERDF,,Operational Programme 'South-West',"ROP NUTS II Jihozápad, All Priorities",62.34%,,South West,,,,,2/28/2010,,,PDF,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Příjemci 1.-10._ výzva_28- 02-10,http://www.rr-jihozapad.cz/VismoOnline_ActionScripts/File.aspx?id_org=200047&id_dokumenty=3000,,,,,,http://www.rr-jihozapad.cz/vismo/zobraz_dok.asp?id_org=200047&id_ktg=1146&p1=2936,Requested XLS from fojtl@rr-jihozapad.cz
CZECH REPUBLIC,national,Moravskoslezsko,cz_moravian-silesian_erdf.xls,ERDF,,Operational Programme 'Moravia Silesia',"ROP NUTS II Moravskoslezsko, All Priorities",70.10%,,,,,,CZK,,,,excel,Tier 2,,,,,,,,,,Název příjemce,,Název projektu,,,,,,,,,,,,,,,Alokovaná částka,,,,Celková částka proplacená při konci projektu,Rok alokace / Rok finální platby,,,,,,No link at page,,,,,,,http://www.rr-moravskoslezsko.cz/realizuji-projekt/list-of-beneficiaries?lred=1
CZECH REPUBLIC,national,Praha,cz_prague_erdf.xls,ERDF,,Operational Programme 'Prague',"OP Praha Konkurenceschopnost, All Priorities",85.00%,,,,,,,,,,Excel,Tier 2,,,,,,,,,Registrační číslo,Žadatel,,Název projektu,,,,,,,,,,Výše schválené podpory (Kč),,,,,,,,,,,,,,,,No excel link at page,,,,,,,http://www.prahafondy.eu/cz/oppk/dokumenty.html
CZECH REPUBLIC,national,Severovýchod,,ERDF,RM,Operational Programme 'North-East',"ROP NUTS II Severovýchod, All Priorities",76.46%,,can't copy and paste text correctly from pdf - unpdf doesn't work either,,,,,,,,PDF in English,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list_of_beneficiaries_rop_ne_at_18th_december_2009,http://www.rada-severovychod.cz/file/496,,,,,,http://www.rada-severovychod.cz/file/496
CZECH REPUBLIC,national,Severozápad,cz_prijemci_seznam2_erdf,ERDF,,Operational Programme 'North-West',"ROP NUTS II Severozápad, All Priorities",64.69%,,cz_severozapad_erdf.xls (needs to be reviewed),,,,,,,,Excel,Tier 2,,,,,,,,,,Name of beneficiaries,,Name of the operation,,,,,,,,,,,,,,,Amounts allocated (Kč),,,,Total Amounts paid at the end of the Project (Kč),Year of allocation /Year of Final Payment,,,,,,prijemci_seznam2.xls,,,,,,,http://www.nuts2severozapad.cz/rop_sz/realizovane_projekty/
CZECH REPUBLIC,national,Střední Čechy,cz_central_bohemia_erdf.xls,ERDF,KL,Operational Programme 'Central Bohemia',"ROP NUTS II Strední Cechy, All Priorities",71.19%,,,,,,,3 Jan 2010  ,,,PDF,Tier 2,,,,,,,,,,Name of beneficiaries,,Name of the operation,,,,,,,,,,,,,,,Amount allocated,,,,Total paid at the end of the project,Year of allocation/final payment,,,,,,list_of_beneficiaries_1.3.2010___seznam_prijemcu_k_1._3._2010,http://www.ropstrednicechy.cz/download.php?file=e73f86ac-eeba-4183-be67-a0ea63a29ca3.pdf&directory=/files/&name=LIST%20OF%20BENEFICIARIES%201.3.2010%20/%20Seznam%20př%C3%ADjemců%20k%201.%203.%202010.pdf&tableName=files&id=e73f86ac-eeba-4183-be67-a0ea63a29ca3&counterField=counter,,,,,,http://www.ropstrednicechy.cz/vyzvy.php?vysledky=true&mid=168b9230-949f-102b-acac-00e0814daf34&isCategory=true
CZECH REPUBLIC,national,Střední Morava,cz_central_moravia_erdf.xls,ERDF,KL,Operational Programme 'Central Moravia',"ROP NUTS II Strední Morava, All Priorities",73.66%,,,,,,,,,,Word,Tier 2,,,,,,,,,,Name of beneficiaries,,Name of the operation,,,,,,,,,,,,,,,Amount allocated,,,,Total amount paid at the end of the project,Year of allocation / year of final payment,,,,,,list_of_beneficiaries_010709.doc,,,,http://www.rr-strednimorava.cz/file/1429_1_1/,,,http://www.rr-strednimorava.cz/file/1429/
CZECH REPUBLIC,national,All regions,,ESF,RM,Multiple - double check,,,,,,,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,list_of_beneficiaries_100302.xls,,,http://www.esfcr.cz/modules/projects/index.php,,,,http://www.esfcr.cz/modules/projects/index.php
CZECH REPUBLIC,national,All regions,,"ERDF, ESF +CF",,Multiple - double check,,,,cz_allregions_erdf_esf_cf.xls (needs to be reviewed),,,,,,,,,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No data source listed
ESTONIA,national,All regions,ee_allregions_cf.csv,CF,,,,,,Also has 2004 - 2006 information,,,,EEK,Daily,Daily,,HTML,Tier 2,yes,yes,yes,yes,,Fond,Maakond,,Juriidilise isiku vorm,Toetuse saaja,Rakendusüksus,Projekti nimi,,,,Meede,,,,,,,,,,,Toetuse suurus (EEK),,,,,,Kestus,,,,,index.php.html,,,http://www.struktuurifondid.ee/index.php?searchtype=2&id=13841&search_criteria=0&search_string=&toetuse_saaja=&registrikood=&projekti_nimi=&juriidilise_isiku_vorm%5B%5D=0&toetuse_andja=&programmiperiood=2007-2013&meede=&fond=CF&toetuse_suurus_eek_alates=&toetuse_suurus_eek_kuni=&kestvus=&kestvus_kuni=&maakond=&search=Otsi,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//estonia/index_en.htm
ESTONIA,national,all regions,ee_allregions_erdf.csv,ERDF,,,,,,,,,,EEK,,,,HTML,Tier 2,yes,yes,yes,yes,,Fond,Maakond,,Juriidilise isiku vorm,Toetuse saaja,Rakendusüksus,Projekti nimi,,,,Meede,,,,,,,,,,,Toetuse suurus (EEK),,,,,,Kestus,,,,,No data source listed
ESTONIA,national,all regions,ee_allregions_esf.csv,ESF ,,Operational Programme for Human Resource Development,"Operational Programme for Human Resource Development, All Priorities",84.78%,,Rob to redo CSV creation. This HTML dataset is for both ESF and EFRE,,,,,Daily,Daily,,HTML ,Tier 2,yes,yes,yes,yes,,Fond,Maakond,,Juriidilise isiku vorm,Toetuse saaja,Rakendusüksus,Projekti nim,,,,Meede,,,,,,,,,,,Toetuse suurus (EEK),,,,,,Kestus,,,,,Euroopa Liidu struktuurifondid.html,,,http://www.struktuurifondid.ee/?searchtype=1&id=13841&search_criteria=0&search_string=esf&toetuse_saaja=&registrikood=&projekti_nimi=&maakond=&programmiperiood=&meede=&toetuse_suurus_eek_alates=&toetuse_suurus_eek_kuni=&fond=&kestvus=&kestvus_k,,,,http://www.struktuurifondid.ee/?searchtype=1&id=13841&search_criteria=0&search_string=esf&toetuse_saaja=&registrikood=&projekti_nimi=&maakond=&programmiperiood=&meede=&toetuse_suurus_eek_alates=&toetuse_suurus_eek_kuni=&fond=&kestvus=&kestvus_k
HUNGARY,national,all regions,hu_allregions_erdfesf.csv,ERDF/ESF,LL,,op_name,,,,,,,,,,,,,,,,,,,,,,applicant_name,,project_title,location_of_project_city,,,,,,,,,,,,,,,,grant_money,to_be_awarded,,,funding_decisions_on,,,,,,,,,,,,uri
LATVIA,national,All regions,lv_allregions_erdfesfcf.csv,ESF/ERDF/CF,LL,,,,Akt./Apakšakt. Nosauk.,,,,,,,,,,,,,,,,Fund,,,,Projekta iesn. Nosaukums,,Projekts Nosaukums,"Projekta iesn. Jur.adreses pilseta, rajons",Projekta kopsavilkums,,,,,,,,Amount Allocated (EU Funds) Field,Amount Allocated (Public Funds) Field,Amount Allocated (Other Public Funds) Field,Amount Allocated (Private Funds) Field,Amount Allocated (Voluntary Funds) Field,,,,Amount Total Project Cost Field,,Īstenošanas ilgums (mēn),Līguma datums
LITHUANIA,national,all regions,,ERDF,,,,,,emailed for list in other format,,,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.esparama.lt/2007-2013/lt/statistikaonline/igyvproj,,,,http://www.esparama.lt/2007-2013/lt/statistikaonline/igyvproj
LITHUANIA,national,,,ESF,,,,,,,,,,,,,,HTML,Tier 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.esparama.lt/lt/bpd/zemelapis/zemelapis/?s=1&f_date_from=2004-01-01&f_date_to=2008-12-31&f_fund=esf
MALTA,national,all regions,mt_appr_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,OPI - List of Approved Projects and Beneficiaries,,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Beneficiaries,,Name of Operation,,Project Description,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,OPI - List of Approved Projects 11.03.10.pdf,http://www.ppcd.gov.mt/file.aspx?f=369,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_aidsch_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,OPI - List of Approved Aid Schemes and Implementing Bodies,,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Implementing Body,,Name of Scheme,,,,,,,,,,,,,,,Amounts Committed,,,,,,,Year of Allocation,Year of Final Payment,,,"OPI_Approved_AidSchemes_IBs, 11.03.10.pdf",http://www.ppcd.gov.mt/file.aspx?f=544,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_chi_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Childcare Schemes (DSWS),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Beneficiary,,,,,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,,,,OPI_approved_childcare_schemes10.6.10.pdf,http://www.ppcd.gov.mt/file.aspx?f=887,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_allregions_erdf.csv,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,OPII - List of Approved Projects and Beneficiaries,can't find file: mt_esf_erdf,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Beneficiares,,Name of Operation,,Project Description,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,Total Amounts Paid at the End of the Operation,,,Year of Allocation,Year of Final Payment,,,ESF _Projects' description - 14_04_10.pdf,http://www.ppcd.gov.mt/file.aspx?f=366,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_aid_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,OPII - List of Approved Aid Schemes and Implementing Bodies,,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Implementing Body,,,,,,,,,,,,,,,,,Amounts Committed,,,,,,,Year of Allocation,Year of Final Payment,,,OPII_ApprovedAidSchemes_IBs_17.03.10.pdf,http://www.ppcd.gov.mt/file.aspx?f=545,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_cf.xls,CF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,Beneficiaries of EU Funding through Structural and Cohesion Funds,,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Beneficiares,,Name of Operation,,Project Description,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate (Cohesion Fund),,,,,Year of Allocation,Year of Final Payment,,,OPI_Approved Projects Cohesion_ Fund 11.03.10.pdf,http://www.ppcd.gov.mt/file.aspx?f=737
MALTA,national,all regions,mt_opii_esf.xls,ESF,FP,Operational Prgramme II - Empowering people for more jobs and a better quality of life,"Operational Prgramme II - Empowering people for more jobs and a better quality of life, All Priorities",85.00%,Employment Aid Programme (ETC),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Beneficiaries,,,,,,Name of Operation,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,6th March 2010 List of Beneficiaries_OPII AID SCHEMES Malta 3.pdf,http://www.etc.gov.mt/docs/6th%20March%202010%20List%20of%20Beneficiaries_OPII%20AID%20SCHEMES%20Malta%203.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_train_esf.csv,ESF,FP,Operational Prgramme II - Empowering people for more jobs and a better quality of life,"Operational Prgramme II - Empowering people for more jobs and a better quality of life, All Priorities",85.00%,Training Aid Framework (ETC),,,,,EUR,3/4/2010,,,PDF,Tier 2,,,,,,,,,,Name of Beneficiaries,,Name of Operation,,,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate [European Social Fund],,,,,Year of Allocation,,,,090521-TAF-List of Beneficiaries.xls,,http://www.etc.gov.mt/docs/090521-TAF-List%20of%20Beneficiaries.xls
MALTA,national,all regions,mt_2com_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF International Grant Scheme (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,com.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.2/com.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_2str_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Small Start-up Grant Scheme (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,str.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.2/str.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_2inv_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Innovation Actions Grant Scheme (Innovation) (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,inv.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.2/inv.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_2env_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Innovation Actions Grant Scheme (Environment) (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,env.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.2/env.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_2ebz_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF e-Business Development Grant Scheme (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,ebz.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.2/ebz.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_1inv_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Innovation Scheme (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,Private Funding,,Amounts Committed,,Co-financing Rate,,Total Amounts Paid at the End of the Operation,,,Year of Allocation,Year of Final Payment,,,inv_.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.1/inv.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_1env_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Environment Scheme (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,env2.b,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.1/env.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
MALTA,national,all regions,mt_1str_erdf.xls,ERDF,FP,Operational Programm 'Investing in Competitiveness for a Better Quality of Life',"Operational Programme I - Investing in Competitiveness for a Better Quality of Life, All Priorities",85.00%,ERDF Small Start-up Grant Scheme (Malta Enterprise),,,,,EUR,,,,PDF,Tier 2,,,,,,,,,,Name of Enterprise,,,,Grant Ref. No.,,,,,,,,,,,,,Amounts Committed,,Co-financing Rate,,,,,Year of Allocation,Year of Final Payment,,,str_.b.pdf,http://support.maltaenterprise.com/doc/erdf/beneficiaries.call.1/str.b.pdf,,,,,,http://www.ppcd.gov.mt/projects_07_13
