"Nr.p.k.","Nosaukums","Juridiskā adrese","Projektā iesaistītie partneri","Projekta nosaukums","Projekta īstenošanas vieta","Projekta apstiprināšanas datums","Kopsavilkums par projekta ietvaros veicamajām darbībām","Kopējās apstiprinātās projekta attiecināmās izmaksas (LVL)","ESF finansējums (LVL)","Valsts budžeta dotācija pašvaldībām (LVL)","Projekta īstenošanas laiks mēnešos"
98,"Baltinavas novada dome","Kārsavas iela 16, Baltinavas novads, LV-4594",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Baltinavas vidusskolā","Latgale, ",10/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu - ķīmijas, bioloģijas, fizikas un matemātikas apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Baltinavas vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija: fizikas, bioloģijas, ķīmijas un matemātikas kabinetos.
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	izveidotas 25 darbavietas darbam ar datoru dabaszinātņu priekšmetos un matemātikā;
 2.2.	izglītības programmas ķīmijā īstenošanai;
 2.3.	izglītības programmas fizikā īstenošanai;
 2.4.	izglītības programmas bioloģijā īstenošanai;
 2.5.	izglītības programmas matemātikā īstenošanai.
 ",98392,83633,0,19
99,"Līvānu novada dome","Rīgas iela 77, Līvāni, Līvānu novads, LV-5316",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Rudzātu vidusskolā","Latgale, ",10/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk – prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Rudzātu vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija. (griesti, sienas, durvis, ventilācija, elektrība, ugunsdrošības sistēma)
 1.1	inženiertehniskie darbi
 1.2	remontdarbi
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	materiāli tehniskās pamat bāzes izveide;
 2.2.	aprīkojuma iegāde un uzstādīšana; ",98392,83633,0,19
100,"Aizputes novada dome","Atmodas iela 22, Aizpute, Aizputes novads, LV-3456",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Aizputes vidusskolā","Kurzeme, ",10/03/2009,"Lai uzlabotu Aizputes vidusskolas materiāltehnisko bāzi, tādejādi veicinot izglītojamo un pedagogu interesi izglītības programmas apguvē, radot nepieciešamos priekšnosacījumus sekmīgai praktisko un teorētisko zināšanu iegūšanai, projektā iesaistītajai skolai dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas klasēs (turpmāk- prioritārie priekšmeti) paredzēts veikt šādas aktivitātes:
 1.	telpu renovācija,
 2.	informācijas tehnoloģiju, programmatūru un aprīkojuma iegāde un uzstādīšana,
 3.	mēbeļu iegāde un uzstādīšana,
 4.	mācību materiālu, bibliotēku un mācību video fondu pilnveide
 ",98392,83633,0,25
101,"Jelgavas novada pašvaldība","Pasta iela 37, Jelgava, LV-3001",,"Jelgavas rajona Neklātienes vidusskolas materiālās bāzes nodrošināšana audzēkņu kvalitatīvai dabaszinātņu apguvei","Zemgale, ",23/03/2009,"    Lai paaugstinātu vispārējās vidējās izglītības programmu īstenošanas kvalitāti un nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas apguves iespējas, kā arī  radītu priekšnosacījumu kvalificētu speciālistu sagatavošanai zinātņu un tehnoloģiju ietilpīgajās nozarēs, Jelgavas rajona padome plāno īstenot projektu „Jelgavas rajona Neklātienes vidusskolas materiālās bāzes nodrošināšana audzēkņu kvalitatīvai dabaszinātņu apguvei”. 
 Projekta specifiskais mērķis ir paaugstināt vispārējās vidējās izglītības kvalitāti Jelgavas rajona Neklātienes vidusskolā, modernizējot un pilnveidojot skolu materiāli tehnisko bāzi, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā.
 Projekta ietvaros plānots veikt sekojošas aktivitātes:
 1.Projekta administrēšana.
 2. Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana.
 2.1. Materiāli tehniskās pamatbāzes izveide.
 2.2. Aprīkojuma iegāde un uzstādīšana
 2.3. Mēbeļu iegāde un uzstādīšana. 
 2.4.. Aprīkojuma uzstādīšana un tehniskās ekspluatācijas apmācību organizēšana.
 3. Bibliotēkas fonda pilnveide.
 4. Projekta publicitāte
 Jelgavas rajona padome projektu īstenos no 2009.gada aprīļa līdz 2010.gada decembrim par kopējo summu Ls 98 392,00, tai skaitā Ls 83 633,00 (85%) ERAF finansējums, Ls 10 332,00 (10,501%) pašvaldības budžeta finansējums (skat. pielikumu Nr.2) un Ls 4 427,00 (4,499%) Valsts budžeta dotācija pašvaldībām, atbilstoši MK noteikumiem Nr.730 un MK noteikumiem Nr.815.
 ",98392,83633,0,18
102,"Rēzeknes pilsētas dome","Atbrīvošanas aleja 93, Rēzekne, LV-4601",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Rēzeknes pilsētas izglītības iestādēs","Latgale, ",23/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk – prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros katrā no projektā iesaistītajām skolām- Rēzeknes 1. vidusskolā, Rēzeknes 2. vidusskolā, Rēzeknes 5. vidusskolā, Rēzeknes 6. vidusskolā un Rēzeknes poļu vidusskolā plānots veikt šādas aktivitātes:
 1.	Telpu renovācija.
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	materiāli tehniskās pamatbāzes izveide;
 2.2.	aprīkojuma iegāde;
 2.3.	aprīkojuma uzstādīšana un tehniskās ekspluatācijas apmācību organizēšana.
 Projekta realizācijas gaitā uzlabojot dabaszinātņu un matemātikas kabinetu materiāli tehnisko bāzi (strāvas avoti, mērinstrumenti, vakuumsūkļi, mikroskopi, reaģenti, mulāžas, vizuālie uzskates līdzekļi, datori, projektori un citas iekārtas, aprīkojums un tehnoloģijas), ieguvums būs neatsverams un būtisks, lai celtu izglītības kompetences līmeni, radītu interesi par dabaszinātnēm un nodrošinātu kvalitatīvu izglītības programmu dabaszinībās īstenošanu.
 ",470677,400075,0,19
103,"Valmieras pilsētas pašvaldība","Lāčplēša iela 2,Valmiera, Valmieras novads, LV-4201",,"Valmieras skolu dabaszinātņu kabinetu modernizēšana
 ","Vidzeme, ",23/03/2009,"  Lai nodrošinātu projekta mērķi- kvalitatīvas vispārējās vidējās izglītības programmu īstenošanu dabaszinātnēs un radītu priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās zinātnēs, kura mērķa grupa ir vispārējās vidējās izglītības iestādes, izglītojamie un pedagogi, projekta ietvaros Vidzemes plānošanas reģiona Valmieras pilsētas pašvaldības (turpmāk tekstā –Pašvaldība) dibinātajās 4 vispārējās vidējās izglītības iestādēs: Valmieras 5.vidusskolā, adrese Raiņa iela 3, Valmiera, LV-4201, Valmieras 2.vidusskolā, adrese Raiņa iela 11, Valmiera, LV-4201, Valmieras Vakara (maiņu) vidusskolā, Raiņa iela 11, Valmiera, LV-4201, Valmieras Viestura vidusskolā, adrese Viestura aleja 3, Valmiera, LV-4201, plānots veikt šādas aktivitātes dabaszinātņu un matemātikas kabinetos: 
 1.	kabinetu renovāciju;
 2.	materiāltehnisko līdzekļu un aprīkojuma iegādi un uzstādīšanu.
 Projekta kopējais finansējums LVL 376 812,- (tajā skaitā ERAF finansējums LVL 320 290,- (85 % no kopējām izmaksām). Pašvaldības līdzfinansējums (15% no projekta attiecināmajām izmaksām)- LVL 56 522,- (t.sk. valsts budžeta dotācija LVL 11304,-). Pašvaldības projekta līdzfinansējuma 15% no projekta kopējām attiecināmajām izmaksām apliecina Valmieras pilsētas pašvaldības 30.10.2008. lēmums Nr.583 (protokols Nr.13, #34) „Par Valmieras pilsētas pašvaldības līdzfinansējumu Eiropas Savienības struktūrfondu 2007.- 2013.gada plānošanas perioda darbības programmas „Infrastruktūra un pakalpojumi” papildinājuma 3.1.3.1. aktivitātei „Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana”.(Skat. Pielikumu Nr.2)
  Plānotais projekta īstenošanas ilgums- no 2009.gada 2.ceturkšņa līdz 2010.gada 4.ceturksnim (21 mēnesis).
 ",376812,320290,0,21
104,"Daugavpils pilsētas dome","Kr.Valdemāra iela 1, Daugavpils, LV-5401",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Daugavpils pilsētas vidusskolās","Latgale, ",10/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros katrā no projektā iesaistītajām skolām plānots veikt šādas aktivitātes: 
 -	ķīmijas, fizikas, bioloģijas un matemātikas  kabinetu telpu (kopā 28) renovācija;
 -	mūsdienīga aprīkojuma, iekārtu, piederumu, tehnoloģiju  un mēbeļu iegāde un uzstādīšana. 
  Projekta mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Daugavpils pilsētā. 
 Projekta specifiskais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana Daugavpils pilsētas Valsts Ģimnāzijā, 10.vidusskolā,  12.vidusskolā, 13.vidusskolā,  15.vidusskolā, 16.vidusskolā,  17.vidusskolā, modernizējot un pilnveidojot skolu materiāli tehnisko bāzi, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu.  
  Projekta kopējas finansējums ir Ls 688 744, tai skaitā ERAF līdzfinansējums sastāda 85% (jeb Ls 585 432). 
 ",688744,585432,0,18
105,"Cēsu pilsētas dome","Raunas iela 4, Cēsis, Cēsu novads, LV-4101",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Cēsu 2.vidusskolā, Cēsu Valsts ģimnāzijā un Cēsu pilsētas vakara vidusskolā.","Vidzeme, ",10/03/2009,"Kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas apguves iespēju nodrošināšanai un valsts attīstības priekšnosacījumu radīšanai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta „Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Cēsu 2.vidusskolā, Cēsu Valsts ģimnāzijā un Cēsu pilsētas vakara vidusskolā”  ietvaros katrā no projektā iesaistītajām skolām plānots veikt šādas aktivitātes:
 1.   Projekta vadības un administrēšanas pasākumi
 2.	Tehniskā projekta izstrāde
 3.	Telpu renovācija
 4.   Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana
 5.   Projekta īstenošanas kontrole, rezultātu periodiska izvērtēšana un projekta rezultātu publiskošana.
 
 Projekta ietvaros trīs Cēsu pilsētas vispārējās izglītības iestādēs tiks nodrošināta atbilstoša materiālā bāze kvalitatīvai dabaszinātņu apguvei par kopējo summu 295’176LVL.
 ",295176,250899,0,19
106,"Gulbenes novada Jaungulbenes pagasta pārvalde","""Gulbīts"", Jaungulbene, Jaungulbenes pagasts, Gulbenes novads, LV-4420",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Gulbīša vidusskolā","Vidzeme, ",23/03/2009,"Projekta specifiskais mērķis ir kvalitatīvas vispārējās vidējās izglītības programmu īstenošanai materiāli tehniskās bāzes modernizēšana Jaungulbenes pagasta Gulbīša vidusskolā. Kvalitatīvas vispārējās izglītības programmas nodrošināšanai un īstenošanai prioritārajos priekšmetos- ķīmija, fizika, bioloģija un matemātika (turpmāk tekstā – prioritārās izglītības programmas), lai radītu priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs un nodrošinātu nepieciešamo materiāli tehnisko bāzi, projekta ietvaros plānots veikt šādas aktivitātes:
 1.	Prioritāro priekšmetu telpu renovācija (projekta īstenotājā organizēts iepirkums).
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 	materiāli tehniskās pamatbāzes izveide (centralizēts iepirkums);
 	aprīkojuma iegāde (projekta īstenotājā organizēts iepirkums).
 3.	Bibliotēku fondu pilnveide.
   Projekta realizācijas laiks 2009.gada aprīļa līdz 2010.gada martam, kopējais realizācijas laiks 12 mēneši. 
    Kopējās projekta realizācijas izmaksas LVL 99 271, no tām attiecināmās izmaksas LVL 98 392. Šīs summas sadalījums- 85% ERAF finansējums LVL 83 633, 15% Jaungulbenes pagasta padomes līdzfinansējums LVL 14 758,80 (no pašvaldības līdzfinansējuma 30% valsts budžeta dotācijas pašvaldībām, kas sastāda LVL 4 427,64, 70% pašvaldības finansējums- LVL 10 331,16) un neattiecināmās izmaksas LVL 879. Projekta neattiecināmās izmaksas pašvaldība segs no pašvaldības budžeta līdzekļiem.
 ",98392,83633,0,20
107,"Limbažu novada dome","Rīgas iela 16, Limbaži, Limbažu novads, LV-4001",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Limbažu 1. vidusskolā un Limbažu 2. vidusskolā","Rīgas reģions, ",23/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, ir sagatavots projekts, kura specifiskais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana Limbažu 1. vidusskolā un Limbažu 2. vidusskolā, modernizējot un pilnveidojot skolu materiāli tehnisko bāzi, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu. Paredzamās aktivitātes projekta realizācijā:
 1.	Dabaszinātņu un matemātikas kabinetu vienkāršotā renovācija.
 Remontdarbu laikā tiks veikts telpu kosmētiskais remonts- tai skaitā elektroinstalāciju nomaiņa, kanalizācijas sistēmas nomaiņa, ventilācijas remonts. Būvuzraudzība remontdarbu laikā Limbažu 1. vidusskolā un Limbažu 2. vidusskolā.
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	materiāli tehniskās pamatbāzes izveide;
 2.2.	aprīkojuma iegāde un uzstādīšana;
 3.	Bibliotēku fondu pilnveide.
 4.	Publicitāte- paredzot preses relīžu sagatavošanu, informācijas izvietošanu elektroniskos un drukātos informācijas nesējos.
 
 Projekta tiešā mērķgrupa ir vidusskolēni, kuru skaits 2006./2007. m.g.
 Vidusskola	Adrese	Vidusskolēnu skaits
 Limbažu 1. vidusskola	Limbaži, Rīgas iela 28	161
 Limbažu 2. vidusskola	Limbaži, Rīgas iela 30	147
 
 Projekta kopējās izmaksas ir  196784 lati, no kuriem 85 %  jeb  167 260 Ls ir ERAF finansējums, 15% nacionālo līdzfinansējumu veido valsts dotācijas 4,5 % jeb 8855 Ls   apmērā, bet Limbažu pilsētas domes līdzfinansējums ir 10,5 % jeb  20662 Ls. Projekta aktivitātes plānots realizēt 9 mēnešos.
 ",196784,167267,0,21
108,"Gulbenes novada Gulbenes pilsētas pārvalde","Ābeļu iela 2, Gulbene, Gulbenes novads, LV-4401",,"Atbilstošas materiālās bāzes nodrošināšana kvalitatīvai dabaszinātņu apguvei Gulbenes vidusskolā un Gulbenes 2.vidusskolā","Vidzeme, ",23/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk- prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs.
           Projekta mērķis ir paaugstināt vispārējās vidējās izglītības kvalitāti prioritārajos mācību priekšmetos Gulbenes pilsētā un rajonā. Tiešais mērķis ir paaugstināt vispārējās vidējās izglītības kvalitāti Gulbenes vidusskolā un Gulbenes 2.vidusskolā, modernizējot un pilnveidojot skolu materiāli tehnisko bāzi, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu.
            Projekta gaitā notiek telpu renovācija dabaszinātņu kabinetos; iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana; mēbeļu iegāde.
 Rezultātā izveidotas 25 darbavietas darbam ar datoru prioritārajos priekšmetos; iegādātas iekārtas piederumi, aprīkojums, tehnoloģijas izglītības programmu ķīmijā, fizikā, bioloģijā un matemātikā īstenošanai. Kabinetos iegādātas atbilstošas mēbeles.
 Iegādātais materiāli tehniskais nodrošinājums veicina kvalitatīvu dabaszinātņu un matemātikas apguvi, rada priekšnosacījumus inženiertehnoloģisko zinātņu attīstībai valstī.
 Projekts ilgst no 2009.gada aprīļa līdz 2010.gada martam- 12 mēneši. Projekta kopējās izmaksas LVL 196 784, no kurām ERAF līdzfinansējums ir 85% jeb LVL 167 266,40, pašvaldības līdzfinansējums- 15% jeb LVL 29 517,60. Pašvaldības līdzfinansējuma skaitā LVL 11 807,04 (jeb 40% ) ir valsts budžeta dotācija.
 Projekts tiek realizēts Gulbenes pilsētā, Gulbenes vidusskola atrodas adresē Skolas iela 12; Gulbenes 2.vidusskola – adresē Līkā iela 21.
 ",196784,167266,0,30
109,"Salas novada pašvaldība","Susējas iela 11, Salas pagasts, Salas novads, LV-5230",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālas bāzes nodrošināšana Salas vidusskolā","Zemgale, ",23/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk – prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Salas vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācijas tehniskās dokumentācijas izstrāde.
 2.	Telpu renovācija Salas vidusskolā.
 3.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana augšminētajos mācību priekšmetos:
 3.1.	izveidotas 21 skolēnu darbavietas darbam ar datoru prioritārajos priekšmetos;
 3.2.	izveidotas 4 skolotāju darbavietas darbam ar datoru prioritārajos priekšmetos;
 3.3.	materiāli tehniskās bāzes nodrošināšana Salas vidusskolai pēc IZM izveidotā saraksta centralizētajam iepirkumam (pielikums Nr. 1);
 3.4.	mēbeļu iegāde 4 kabinetiem.
 4.	Projekta administrēšana un informācijas pasākumi
 ",98392,83633,0,12
110,"Ilūkstes novada dome","Brīvības iela 7, Ilūkste, Ilūkstes novads, Daugavpils rajons, LV-5447",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Ilūkstes 2.vidusskolā un Bebrenes vidusskolā","Latgale, ",10/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinību (ķīmija, bioloģija, fizika) un matemātikas (turpmāk – prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros katrā no projektā iesaistītajām skolām - Ilūkstes 2.vidusskolā un Bebrenes vidusskolā plānots veikt šādas aktivitātes:
 1.	Telpu renovāciju;
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegādi un uzstādīšanu:
 2.1.	materiāli tehniskās pamatbāzes izveide,
 2.2.	aprīkojuma iegāde.
 Projekta vispārīgais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Ilūkstes novadā. Projekta specifiskais mērķis ir kvalitatīvai vispārējās vidējās izglītības programmu īstenošanai nepieciešamās materiāli tehniskās bāzes modernizēšana un pilnveidošana Ilūkstes 2.vidusskolā un Bebrenes vidusskolā, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu. Projekts tiks īstenots  Ilūkstes 2.vidusskolā un Bebrenes vidusskolā, kas atrodas Stadiona ielā 1, Ilūkstē un Ilūkstes novada Bebrenē. Projekta īstenošanas laiks 2009.-2010.gadu periods. Projekta kopējais finansējuma apmērs Ls 228 933. 
 Kvalitatīvas un mūsdienu prasībām atbilstošas dabaszinātņu priekšmetu apguves iespējas nodrošināšana vispārējās vidējās izglītības posmā, iekārtojot un aprīkojot vispārējās vidējās izglītības iestādes četrus dabaszinātņu kabinetus (ķīmijas, fizikas, bioloģijas, matemātikas) ar atbilstošu mācību aprīkojumu (ierīcēm, piederumiem, vielām u.c.) un mēbelēm, veicot aprīkojuma uzstādīšanai nepieciešamos kabinetu piemērošanas remontdarbus, nodrošinot  darbavietas darbam ar datoru dabaszinātņu priekšmetos, iegādājoties elektroniskās apmācības materiālus un programmatūras.
 Nepietiekams un neatbilstošs dabaszinātņu kabinetu un laboratoriju aprīkojums nedod iespēju īstenot mūsdienu prasībām atbilstošas vispārējās vidējās izglītības programmas dabaszinātnēs un matemātikā. 
 Projekta labuma guvēji ir skolēni, kas iegūs renovētus dabaszinātņu un matemātikas kabinetus pilnībā aprīkotus ar moderniem mācību līdzekļiem, atbilstošām mēbelēm un kabinetu aprīkojumu veiksmīgai šo mācību priekšmetu apguvei un pētnieciskā darba nodrošināšanai. Ieguvēji būs arī mācību iestādes – Ilūkstes 2.vidusskola un Bebrenes vidusskola un skolotāji, kas ilgtermiņā iegūst labu materiāltehnisko bāzi kvalitatīva mācību procesa nodrošināšanai. Ieguvēji ir skolēnu vecāki, pašvaldība, visa sabiedrība kopumā. Projekts paredz pasākumu īstenošanu, kas ir vērsti uz cilvēkresursu saglabāšanu un kvalitatīvu pakalpojumu pieejamību, vienlīdzīgu iespēju nodrošināšanu kvalitatīvas vispārējās izglītības iegūšanai ārpus reģionālajiem centriem. 
 ",182028,154724,0,21
111,"Ciblas novada pašvaldība","Blonti, Blontu ciems, Blontu pagasts, Ciblas novads, LV-5706",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Ciblas vidusskolā","Latgale, ",23/03/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk - prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Ciblas vidusskolā plānots veikt šādas aktvitātes:
 1. Telpu renovācija. (griesti, sienas, durvis, ventilācija, elektrība, ugunsdrošibas sistēma)
 1.1 inženiertehniskie darbi
 1.2 remontdarbi
 
 2.Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1. materiāli tehniskās pamat bāzes izveide;
 2.2. aprīkojuma (tai skaitā mēbeļu) iegāde un uzstādīšana;",98392,83633,0,25
112,"Sventes pagasta padome","Alejas iela 9, Svente, Sventes pagasts, Daugavpils rajons, LV-5473",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Sventes vidusskolā","Latgale, ",23/03/2009,"Projekta mērķis ir nodrošināt kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs.
 Lai sasniegtu šo mērķi šī projekta ietvaros paredzēta:
 1.	Kabinetu telpu renovācija.
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	materiāli tehniskās bāzes izveide;
 2.2.	aprīkojuma iegāde;
 2.3.	aprīkojuma uzstādīšana un tehniskās ekspluatācijas apmācību organizēšana.
 
 3.	Bibliotēku fondu pilnveide.",98392,83633,0,19
113,"Siguldas novada dome","Pils iela 16, Sigulda, Siguldas novads, LV-2150",,"Materiāli tehniskās bāzes pilnveide vispārējās vidējās  izglītības programmas īstenošanai Siguldas 2. vidusskolā","Rīgas reģions, ",22/10/2009,"Projekta vispārīgais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Siguldas novadā. 
 
 Projekta specifiskais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Siguldas 2. vidusskolā, modernizējot Siguldas 2. vidusskolas materiāltehnisko bāzi, iekārtojot mūsdienīgus fizikas, matemātikas un bioloģijas kabinetus un ķīmijas un bioloģijas laboratoriju, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu.
 
 Projekta ietvaros Siguldas 2. vidusskolā plānots veikt šādas aktivitātes:
 1.	Telpu renovācija.
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	izveidotas 25 darbavietas darbam ar datoru prioritārajos priekšmetos;
 2.2.	izglītības programmas ķīmijā īstenošanai;
 2.3.	izglītības programmas fizikā īstenošanai;
 2.4.	izglītības programmas bioloģijā īstenošanai;
 2.5.	izglītības programmas matemātikā īstenošanai.
 3.	Mācību materiālu un mācību programmatūras iegāde, kā arī bibliotēku un mācību video fondu pilnveide.
 
 Projekta īstenošanas vieta: Siguldas novada Siguldas pilsētas 2. vidusskola, Kronvalda iela 7, LV 2150.
 Plānotais kopējais projekta īstenošanas ilgums: 21 mēnesis. Aktivitātes plānots uzsākt 2010. gada pavasarī
 Projekta plānotās attiecināmās izmaksas ir 98 392 lati, no kurām 85 % sedz Eiropas Reģionālās attīstības fonds un 15% sedz Siguldas novada dome. 
 ",98392,83633,0,21
